id,data_prevista,turno,demanda_estimada,unidade,regional,executado_em,confianca
de0b01c9-5023-491e-90d4-1090710ea0d2,2026-05-04,madrugada,47,PS Pampulha - MG,mg,2026-04-06T18:22:46.466+00:00,alta
c0bbaa59-e5e5-4650-ae62-8520a858f07b,2026-05-05,madrugada,38,PS Pampulha - MG,mg,2026-04-06T18:22:46.466+00:00,alta
827a4f23-8294-4866-8a44-09cd73284c4e,2026-05-06,madrugada,35,PS Pampulha - MG,mg,2026-04-06T18:22:46.466+00:00,alta
8434f11b-732d-494a-ae1d-2ac18d20f5f6,2026-04-07,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
694811e7-8bb5-4e60-93b7-3905a14662b2,2026-04-08,madrugada,40,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
60686c18-6b29-4779-aa23-c2bb6a075fcc,2026-04-09,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
18e96032-a972-46c1-a04a-8b141952c150,2026-04-10,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
3e46896d-298e-4900-a21e-d1596b82b8d9,2026-04-11,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,media
2378bd45-2ffb-47f2-a6de-3234c4ba6988,2026-04-12,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
afdb8e14-d1e8-45e5-9f57-e48fb855ae2f,2026-04-13,madrugada,44,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
af5ac683-0b2c-4daa-9a38-9a7efc11192c,2026-04-14,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
08cda969-bc14-4c44-a4d1-b9eef9714ed8,2026-04-15,madrugada,40,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
e550d73a-988e-4d93-89c4-a8a833d97ed2,2026-04-16,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
fea1b2be-8338-48fa-b547-07ec16b45bf0,2026-04-17,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
70cc447a-0447-422d-b545-9fdc100ccb9f,2026-04-18,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,media
eaa1e9f7-b4c4-4831-8c6b-fd4523d491d5,2026-04-19,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
84f52a5e-4891-4b2f-afe4-1491f0697bac,2026-04-20,madrugada,44,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
5bc16da8-6b27-4a0d-b6e5-58665f9b828f,2026-04-21,madrugada,38,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
ca3b4917-7b72-4c64-997c-907dc264ef51,2026-04-22,madrugada,40,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
47a1734c-eec1-49c2-bbda-1b9604b1fbcb,2026-04-23,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
a9101026-3270-4a8a-bf41-65c34da29a48,2026-04-24,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
85871f06-e90f-406d-8264-aa76e867fe80,2026-04-25,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,media
139d2871-bedc-4b11-bba8-31d0ea0718c7,2026-04-26,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
e5b2f876-5f48-4529-a126-b1e69e26c6f8,2026-04-27,madrugada,44,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
8d116aef-b39c-4ddd-98e4-6a54221ecdc7,2026-04-28,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
6c6580ea-e15b-42a8-921d-4023662c15d5,2026-04-29,madrugada,40,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
794d1752-9be2-41de-8f31-8a66e60f39a9,2026-04-30,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
b11b02f1-6e2e-4955-933c-3dd3bbcff8c2,2026-05-01,madrugada,39,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
72892753-6125-4a7f-be47-c55eb59bb9ec,2026-05-02,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,media
45d327fb-f46f-433a-899f-09db92c67c04,2026-05-03,madrugada,35,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
75c64f0c-e268-4761-ab7b-192f5ce1a725,2026-05-04,madrugada,44,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
bd065660-caed-475c-a526-b6380f3c0f21,2026-05-05,madrugada,37,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
2c2d14bc-682d-404d-ba97-53e825672275,2026-05-06,madrugada,40,PS Sig - DF,df,2026-04-06T18:22:46.466+00:00,alta
b696ccd1-567d-4d9a-b20c-9bd44ed3948e,2026-04-07,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
6b95d5d3-81d2-4198-844f-b8c83807361e,2026-04-08,madrugada,39,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
eba30547-8ea5-412f-88a6-86c5934b7ad3,2026-04-09,madrugada,36,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
4e8fb1d4-b8cd-46ad-81fc-5428f5e0d8e7,2026-04-10,madrugada,37,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
ba17d20f-48a2-49e0-a7f2-24d8ef8d5961,2026-04-11,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
47b47f00-a6ab-4773-bbb1-455608d03773,2026-04-12,madrugada,35,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,media
61a08d69-7141-43a5-a5b9-c3e69e6bf8d2,2026-04-13,madrugada,40,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
721178fb-ba4a-4189-9cf0-b0e2a5098ed8,2026-04-14,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
5ea832a2-6c26-4479-b00b-fae9d381900d,2026-04-15,madrugada,39,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
779fd30a-fb7c-4324-83b9-033fbeadccfe,2026-04-16,madrugada,36,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
5cfcbe37-0294-4b3d-bd80-eb27dd9647dc,2026-04-17,madrugada,37,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
e47aa01c-6f73-41a1-aa8f-d6b00aa42b3a,2026-04-18,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
769a7882-5c37-4d5f-bda8-f128e683b9e5,2026-04-19,madrugada,35,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,media
8ee01a06-8d13-4718-988d-d751c864c72a,2026-04-20,madrugada,40,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
3a7abd08-57fb-40e1-a222-ed2095e88393,2026-04-21,madrugada,40,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
ea1e9114-279b-474f-be4c-22a87b5a2f71,2026-04-22,madrugada,39,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
e74cec7c-6771-425d-9a49-ef4f4091bd9d,2026-04-23,madrugada,36,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
f7f4589d-159c-4fad-8d44-54475c68dd7d,2026-04-24,madrugada,37,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
b2c2a17e-d580-4346-ace1-234fcbc1bfcf,2026-04-25,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
c73a28f8-7fb4-4320-923e-b3e698a8313b,2026-04-26,madrugada,35,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,media
2917460c-4907-4821-8f86-d63095921d4b,2026-04-27,madrugada,40,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
ed46963c-c381-4e73-b452-4d05d6787a8c,2026-04-28,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
366e62ae-7d05-4e7f-9d65-821e9c22f8db,2026-04-29,madrugada,39,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
0f28011c-b8b0-4888-91a1-ef9fd2e0693d,2026-04-30,madrugada,36,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
b3082502-ed22-4391-87af-2580163dbb78,2026-05-01,madrugada,39,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
d8b4c4c6-3a8a-49ab-a032-e1ac3062d720,2026-05-02,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
2375f5af-c3d2-427d-87f9-6278080c7b27,2026-05-03,madrugada,35,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,media
76ba0ec8-f5b2-40af-9368-7929b9705b34,2026-05-04,madrugada,40,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
aa4f0ec4-d537-40ca-bc37-2113175ed7a7,2026-05-05,madrugada,38,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
a8f13ba2-9508-42b8-a93f-89e04e59db9d,2026-05-06,madrugada,39,PS Taguatinga - DF,df,2026-04-06T18:22:46.466+00:00,alta
09f477cf-dbb0-46a3-a7a5-048d4954f84e,2026-04-07,madrugada,35,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
99bf9a39-59c3-43f6-a21f-1aea401c5923,2026-04-08,madrugada,33,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
be8bbd65-cafe-4686-80ce-e1bb13c6a020,2026-04-09,madrugada,37,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
5d46da4b-5ee9-4641-af6f-a9d144ec615f,2026-04-10,madrugada,40,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
9fdea8c8-802b-4812-90b3-3fec3f754555,2026-04-11,madrugada,41,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
bad24848-5824-42f2-9b48-a7d7da0db813,2026-04-12,madrugada,39,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
0c20e7e2-1747-49e3-ae66-f67a249769f4,2026-04-13,madrugada,44,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
50c726c1-403d-40ae-881d-32059f656b29,2026-04-14,madrugada,35,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
34e584c8-2cf2-46f3-ab89-28145228f5be,2026-04-15,madrugada,33,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
de6c2612-fcbd-41a4-b18d-bdafb338f4d3,2026-04-16,madrugada,37,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
f5ebbdda-ae7e-4590-8d39-bf32f3ba04a4,2026-04-17,madrugada,40,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
36bbeceb-1d9f-49b7-b39b-acfd83839469,2026-04-18,madrugada,41,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
033f955f-a3eb-4c5d-b09f-957ec4a30a54,2026-04-19,madrugada,39,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
d002d531-6010-402b-8503-7ba5efa6f374,2026-04-20,madrugada,44,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
f97d4477-1afd-4c46-8c75-85e3831e5ef1,2026-04-21,madrugada,37,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
387f2e4e-d622-46f7-99da-0e94e01b2da2,2026-04-22,madrugada,33,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
464c5415-80ff-4104-91ad-03869f0e784f,2026-04-23,madrugada,37,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
a390ac11-b924-4d47-b4d8-8938438733ce,2026-04-24,madrugada,40,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
5f1e95fa-e765-45c2-8930-178adf65774b,2026-04-25,madrugada,41,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
1a4d87f5-9364-4084-b679-9729d9cc5059,2026-04-26,madrugada,39,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
ee86f539-5f77-4cba-8416-9ec45cf12455,2026-04-27,madrugada,44,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
2c66624f-d02f-41a7-9a58-0e3a5d9754f3,2026-04-28,madrugada,35,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
9ddff0b5-3054-4135-a8eb-b13ee436576d,2026-04-29,madrugada,33,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
2430a451-bab8-4e26-a320-94226d69b20f,2026-04-30,madrugada,37,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
c6adb50f-346d-46b9-88b8-e9df0b8ff64e,2026-05-01,madrugada,42,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
4ca71fff-7f04-4355-9b6f-9e8e92c2c21a,2026-05-02,madrugada,41,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
8a2862ab-57f9-42b9-b759-352a0187edd1,2026-05-03,madrugada,39,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
b5a351e8-3196-4dc4-96ee-6c19ced5566a,2026-05-04,madrugada,44,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
ad24ed3c-c542-4de1-bcab-f2ea368cfcc9,2026-05-05,madrugada,35,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
75072df0-d0d8-4540-b146-df077d5a126d,2026-05-06,madrugada,33,PS Vila Velha - ES,es,2026-04-06T18:22:46.466+00:00,alta
553f6e8b-dd6b-484e-ad94-c6b5b017451c,2026-04-07,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
135b7e20-bf7d-4996-a936-31e34f60e14e,2026-04-08,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
0224462d-6723-4e6c-b103-d2b9fcb486d6,2026-04-09,madrugada,44,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
b6e73a61-beaf-452b-8871-cc07fbbac61c,2026-04-10,madrugada,40,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
8981915c-397e-4283-9193-c83a508605d4,2026-04-11,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
4e0055c9-2e0b-4050-a880-6b964bc03d5c,2026-04-12,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
83aa8172-34a9-43b0-81e1-54c0891ab934,2026-04-13,madrugada,47,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
2ba00fcf-1217-44a3-adc1-6de512a6452b,2026-04-14,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
d0efa3d6-30eb-4420-862c-1c0ee261be4b,2026-04-15,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
9496dab0-f917-4c28-a84f-dd24a19999b8,2026-04-16,madrugada,44,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
4d5c928c-ecda-4fdd-9ee6-766706d1d017,2026-04-17,madrugada,40,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
735a35b6-7ff1-4491-95d5-42797d7c213b,2026-04-18,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
c5f0306d-937f-4dfa-9ba8-c073f9f2e6c4,2026-04-19,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
69bb68cd-addb-4764-adfb-7dd029bb9ac1,2026-04-20,madrugada,47,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
d9e241d3-4840-4ba9-8cdf-1b3ed683c65d,2026-04-21,madrugada,44,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
d2840fa0-0ac2-480f-84aa-719e86a68c0f,2026-04-22,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
c787b18d-709e-402b-bcea-c9b52e740bfe,2026-04-23,madrugada,44,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
2a94cf12-5d18-4ea6-b8bf-c70e030ccf5e,2026-04-24,madrugada,40,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
5912b8cc-3f27-4249-96e5-0fd0fad49f53,2026-04-25,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
950e3982-b784-46f2-955a-32aaa9616707,2026-04-26,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
ba3b02a3-df78-46cc-bf08-eb1fd5e48d9d,2026-04-27,madrugada,47,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
64af40e6-fa8d-4c6f-9a45-885ede4925a4,2026-04-28,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
9cb683b2-51a6-4afa-97ce-642e004bff49,2026-04-29,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
8a089727-9eb7-47d2-b203-7dc8493a87bf,2026-04-30,madrugada,44,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
82347761-ab9a-4cca-b233-cb76a01c60ae,2026-05-01,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
96417003-f8a4-4da2-9207-40a2d18bc7f8,2026-05-02,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
ce93ff7c-d6eb-4632-8fde-c175e33035cf,2026-05-03,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
6fcb50d7-f317-4e76-a43b-412c2077e131,2026-05-04,madrugada,47,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
10035dc9-9db6-48d7-a3a4-75b00c87793d,2026-05-05,madrugada,42,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
d3dd4b09-8e51-4376-b77d-17d71298ea43,2026-05-06,madrugada,37,PS Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
46441eb3-119a-4bce-bd45-ba80e3778f94,2026-04-07,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
af40187f-c60c-47a3-93be-a40bb41090a1,2026-04-08,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
e2499e6d-bc29-48dc-a8b8-ce4d0fb2e3c0,2026-04-09,madrugada,44,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
17af1b9e-055a-435e-ac58-01fab916e328,2026-04-10,madrugada,40,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,media
e3f0ddea-261c-40d6-a74a-2d2ff10e9f47,2026-04-11,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
d16dec26-5ec0-4951-8a54-3623b88706eb,2026-04-12,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
76066630-92a1-41a4-8aaa-7177d2c54fc2,2026-04-13,madrugada,47,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
aff63620-0a4a-474d-9f7c-64aae5302746,2026-04-14,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
ad40cb8c-8912-4ba2-b582-6bfad25b73c1,2026-04-15,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
36197cf5-f847-49f5-a481-07a7a570595b,2026-04-16,madrugada,44,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
1da6e19a-0a7b-428d-97d3-59624f022d62,2026-04-17,madrugada,40,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,media
a1d97234-ea88-4fc8-bd9b-f996ba79d2e8,2026-04-18,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
7c079d2d-fc4c-4a44-9635-f050b5e8f462,2026-04-19,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
01d54636-edc9-4e82-9230-ca2dd5130016,2026-04-20,madrugada,47,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
e538e3f7-0aff-4304-a746-0bfee8a2b528,2026-04-21,madrugada,44,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
d9ab000e-2010-4637-9adc-9be74ad9e744,2026-04-22,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
b64c0173-08c3-4f3c-9efe-c2d8395a579d,2026-04-23,madrugada,44,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
299a0e02-9000-43e8-95ab-3c0cbaceccf4,2026-04-24,madrugada,40,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,media
9c915bc5-0f0b-4729-8b3f-f45eefddb830,2026-04-25,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
e49a685d-505b-4b7c-b2c7-4bfca8b8e0f4,2026-04-26,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
3b454bff-4a5e-4b6c-abef-c1681105f2ff,2026-04-27,madrugada,47,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
abdcb9b8-911e-4644-b147-5351c33a4687,2026-04-28,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
0b9c3714-44dd-4de8-8f8f-ea22fd6e6bcf,2026-04-29,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
a247050a-362b-4880-a9dc-e742b9901957,2026-04-30,madrugada,44,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
8d37fb28-b120-40b4-b9bf-e7ee88e4f4a6,2026-05-01,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,media
f878382a-1ae3-4e0a-985a-3370701565ff,2026-05-02,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
468fab97-030a-4168-84b2-c703601e4355,2026-05-03,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
a8b25f7e-3a8a-4258-818b-6e5e26dea6a3,2026-05-04,madrugada,47,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
8ab91736-dc6c-42e6-91d6-9c3bc1f046fe,2026-05-05,madrugada,42,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
4b529b34-f8ee-489c-8577-ea1908853cda,2026-05-06,madrugada,37,PS Vitural - Web,web,2026-04-06T18:22:46.466+00:00,alta
749ed1a0-f2b4-46fc-b777-1d3e7ffb6f5a,2026-04-07,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
7cdf07cf-b2f0-4008-a52c-853a0b59ac8a,2026-04-08,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
a648463b-53ed-4324-b8d3-7ff0d35d1913,2026-04-09,madrugada,44,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
8f6b0523-269b-488b-a32a-b806c27ddac3,2026-04-10,madrugada,40,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
60324cd7-9a11-4fdd-a370-b9fd2f2e685b,2026-04-11,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
d83c8a27-1f05-4a1f-b6a8-2bedb7ff4c2a,2026-04-12,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
851889c1-03ff-4227-97c6-80eb1aa3dfbb,2026-04-13,madrugada,47,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
e0a9534e-2ae1-4d91-95fc-fb67130f0bbf,2026-04-14,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
f1d243a3-9c81-485d-a629-15f5d525c3ec,2026-04-15,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
12d84b76-ec06-4e0a-8b56-8c4276946b4c,2026-04-16,madrugada,44,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
5d42e6fd-b434-406f-b75d-8a9e77bfab88,2026-04-17,madrugada,40,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
5504bf23-b879-43a4-92f0-f58ca160e1ba,2026-04-18,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
f1075bc6-3370-42de-b782-a3282e3e9394,2026-04-19,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
346fe738-1f2a-4ce0-bbcf-0c855487c0be,2026-04-20,madrugada,47,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
79a579ed-8f18-41b5-b6a1-ca3335da0cdc,2026-04-21,madrugada,44,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
58031cb7-b494-4972-9943-b975d2ee422c,2026-04-22,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
a7403ff8-1194-4660-86c7-ba8b783122ec,2026-04-23,madrugada,44,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
93530ec7-c548-42d3-a019-2ba1b60cb29c,2026-04-24,madrugada,40,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
0bacf161-abbd-43c5-886a-50e5b1283283,2026-04-25,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
9d781378-06f7-421f-b946-71ebc0ef6c65,2026-04-26,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
e10efdc0-fc00-4699-ab43-66fc00e95173,2026-04-27,madrugada,47,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
175b0eed-bead-435f-8ee0-50f4b3491e70,2026-04-28,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
9d39543c-49e6-43b8-b637-92f793b42884,2026-04-29,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
92598d42-12c4-43f7-b5fb-6a2ad806da43,2026-04-30,madrugada,44,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
9aeb73ce-da7f-459c-baf6-4cc6496776fb,2026-05-01,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,media
2dd6a5df-8a36-4962-adb6-b31c14eb0c69,2026-05-02,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
59847f19-3c53-4ae9-a7ed-feef6bd34cbf,2026-05-03,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
493272e3-54f5-4e7f-9c6c-9515c1ce25e5,2026-05-04,madrugada,47,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
369d1707-0ece-4a7b-9b6a-2bb9372df44b,2026-05-05,madrugada,42,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
09f16fde-eef9-4c22-a70b-595117db9044,2026-05-06,madrugada,37,UTI Vitória - ES,es,2026-04-06T18:22:46.466+00:00,alta
248b39c3-aeee-48ac-9fc7-92a0dee416dc,2026-04-07,manha,109,Anestesista MG,mg,2026-04-06T18:22:46.466+00:00,alta
